zip,city,street_number,street_name,street_type,postdirection,student_id,state
66605,"Topeka",9701,"SPRINGFIELD","DR","",100173,"KS"
66629,"Topeka",5985,"HAVENS","ST","",101841,"KS"
66614,"Topeka",3702,"MACARTHUR","AVE","",106231,"KS"
66615,"Topeka",3510,"01ST","ST","",101934,"KS"
66612,"Topeka",2109,"SANSOME","ST","",100582,"KS"
66622,"Topeka",7008,"LEAVENWORTH","ST","",105964,"KS"
66642,"Topeka",4195,"FERNWOOD","DR","",104400,"KS"
66207,"Overland Park",7670,"SELMA","WAY","",105582,"KS"
66615,"Topeka",3752,"ALEMANY BLVD OFF","RAMP","",100779,"KS"
66621,"Topeka",7572,"ARCO","WAY","",105620,"KS"
66110,"Kansas City",4451,"TRUETT","ST","",101283,"KS"
66604,"Topeka",4092,"DEARBORN","ST","",100445,"KS"
66094,"White Cloud",2374,"ACTON","ST","",106182,"KS"
66606,"Topeka",486,"RETIRO","WAY","",103323,"KS"
66642,"Topeka",5528,"COMMONWEALTH","AVE","",107491,"KS"
66647,"Topeka",2182,"LILLIAN","ST","",101586,"KS"
66109,"Kansas City",5172,"SANTA ANA","AVE","",103577,"KS"
66617,"Topeka",2727,"GARDEN","ST","",103568,"KS"
66603,"Topeka",1389,"MIRAMAR","AVE","",100113,"KS"
66642,"Topeka",6219,"EMERSON","ST","",101722,"KS"
66112,"Kansas City",4645,"AUTOMOBILE","DR","",106589,"KS"
66214,"Overland Park",2541,"WENTWORTH","PL","",104655,"KS"
66618,"Topeka",7111,"POMONA","ST","",107103,"KS"
66653,"Topeka",757,"HOWARD","CT","",103560,"KS"
66675,"Topeka",5101,"RESTANI","STWY","",103240,"KS"
66652,"Topeka",3901,"HAGIWARA TEA GARDEN","DR","",100525,"KS"
66219,"Lenexa",6990,"OPALO","LN","",105260,"KS"
66652,"Topeka",4195,"SADOWA","ST","",103307,"KS"
66647,"Topeka",1236,"CLARENDON","AVE","",106359,"KS"
66601,"Topeka",9143,"HEYMAN","AVE","",107351,"KS"
66094,"White Cloud",3478,"DEWEY","BLVD","",100223,"KS"
66251,"Overland Park",2877,"MOUNT VERNON","AVE","",104032,"KS"
66637,"Topeka",8017,"KAREN","CT","",102674,"KS"
66667,"Topeka",1569,"FRANCONIA","ST","",107257,"KS"
66619,"Topeka",4405,"TANDANG SORA","","",102258,"KS"
66622,"Topeka",7039,"CONSERVATORY","DR","WEST",100781,"KS"
66210,"Overland Park",5714,"MORAGA","AVE","",106750,"KS"
66104,"Kansas City",6840,"LAUREL","ST","",100867,"KS"
66221,"Overland Park",3336,"MERRIAM","LN","",106381,"KS"
66608,"Topeka",3956,"DAY","ST","",103621,"KS"
66611,"Topeka",1503,"LAKE MERCED HILL","ST","NORTH",101349,"KS"
66614,"Topeka",3989,"DE HARO","ST","",103694,"KS"
66117,"Kansas City",9118,"FAIRMOUNT","ST","",105723,"KS"
66104,"Kansas City",7645,"FUNSTON","RD","",101495,"KS"
66642,"Topeka",,"UPLAND","DR","",103919,"KS"
66117,"Kansas City",1387,"HALLECK","ST","",105062,"KS"
66608,"Topeka",8700,"DAVIS","ST","",100501,"KS"
66441,"Junction City",6719,"SHAFTER","AVE","",100358,"KS"
66610,"Topeka",3836,"THOR","AVE","",104254,"KS"
66620,"Topeka",3695,"SWISS","AVE","",101243,"KS"
66608,"Topeka",8626,"CHURCH ACCESS","RD","",106574,"KS"
66667,"Topeka",6879,"TELEGRAPH","PL","",105137,"KS"
66102,"Kansas City",5079,"VAN KEUREN","AVE","",101009,"KS"
66046,"Lawrence",1977,"MIRALOMA","DR","",104405,"KS"
66628,"Topeka",2692,"REDONDO","ST","",104853,"KS"
66699,"Topeka",7098,"JOY","ST","",103416,"KS"
66620,"Topeka",1180,"FISHER","AVE","",101207,"KS"
66620,"Topeka",4278,"TARAVAL","ST","",102552,"KS"
66620,"Topeka",6306,"LAMSON","LN","",107023,"KS"
66622,"Topeka",3111,"TRADER VIC","ALY","",105970,"KS"
66160,"Kansas City",7143,"OZBOURN","CT","",107607,"KS"
66738,"Fulton",799,"ANZA","ST","",105915,"KS"
66667,"Topeka",5799,"PRESIDIO","BLVD","",102480,"KS"
66225,"Overland Park",5398,"TONQUIN","ST","",101469,"KS"
66225,"Overland Park",453,"UNNAMED 078","","",102569,"KS"
66628,"Topeka",3269,"TORRENS","CT","",106994,"KS"
66105,"Kansas City",7003,"BENGAL","ALY","",105842,"KS"
66621,"Topeka",9044,"TOCOLOMA","AVE","",103180,"KS"
66111,"Kansas City",9860,"CRESTMONT","DR","",106754,"KS"
66647,"Topeka",8259,"SEWARD","ST","",101391,"KS"
66223,"Overland Park",8105,"STOCKTON","TUNL","",102876,"KS"
66699,"Topeka",3447,"FIRST","DR","EAST",103344,"KS"
66622,"Topeka",1489,"ROTTECK","ST","",105243,"KS"
66110,"Kansas City",1242,"JOHN","ST","",105715,"KS"
66611,"Topeka",5266,"MACALLA","CT","",105684,"KS"
66610,"Topeka",2669,"SHORE VIEW","AVE","",103622,"KS"
66628,"Topeka",905,"FORT MASON 12","","",106973,"KS"
66058,"Muscotah",8324,"TOCOLOMA","AVE","",103868,"KS"
66223,"Overland Park",1051,"PARNASSUS","AVE","",106408,"KS"
66221,"Overland Park",5916,"GLENHAVEN","LN","",106786,"KS"
66603,"Topeka",2586,"RHODE ISLAND","ST","",100241,"KS"
66606,"Topeka",5305,"EDINBURGH","ST","",103446,"KS"
66628,"Topeka",6803,"BONIFACIO","ST","",104363,"KS"
66044,"Lawrence",9436,"ROOSEVELT","WAY","",104334,"KS"
66603,"Topeka",4300,"MARINA GREEN","DR","",106251,"KS"
66604,"Topeka",7839,"POLLARD","PL","",104177,"KS"
66699,"Topeka",4436,"WARNER","PL","",101771,"KS"
66667,"Topeka",6462,"SAINT CROIX","DR","",104315,"KS"
66615,"Topeka",3497,"GATEVIEW 3","CT","",104354,"KS"
66624,"Topeka",5742,"BONVIEW","ST","",106334,"KS"
66118,"Kansas City",3798,"VER MEHR","PL","",101881,"KS"
66119,"Kansas City",4797,"RUTH","ST","",107868,"KS"
66510,"Melvern",1136,"UNNAMED 053","","",101762,"KS"
66683,"Topeka",9577,"MANOR","DR","",101880,"KS"
66667,"Topeka",806,"CAPRA","WAY","",103241,"KS"
66223,"Overland Park",4572,"ASHTON","AVE","",103450,"KS"
66104,"Kansas City",9007,"UNNAMED 152","","",105817,"KS"
66683,"Topeka",2613,"I-80 W ON","RAMP","",102969,"KS"
66624,"Topeka",5533,"LAKEWOOD","AVE","",105863,"KS"
66282,"Overland Park",2103,"ARLINGTON","ST","",100427,"KS"
66624,"Topeka",9371,"THOMAS MORE","WAY","",102350,"KS"
66683,"Topeka",1732,"OSCEOLA","LN","",102535,"KS"
66609,"Topeka",76,"SIMONDS","LOOP","",104682,"KS"
66619,"Topeka",9992,"CHARLTON","CT","",100118,"KS"
66620,"Topeka",3500,"PFEIFFER","ST","",107644,"KS"
66105,"Kansas City",8248,"CANBY","ST","",102058,"KS"
66094,"White Cloud",6556,"GAMBIER","ST","",105825,"KS"
66251,"Overland Park",1666,"EL POLIN","LOOP","",102187,"KS"
66614,"Topeka",1228,"SELMA","WAY","",100385,"KS"
66615,"Topeka",5868,"PINTO","AVE","",104303,"KS"
66606,"Topeka",5410,"TUCKER","AVE","",104790,"KS"
66610,"Topeka",3966,"FLORENCE","ST","",105885,"KS"
66620,"Topeka",180,"TARAVAL","ST","",106140,"KS"
66692,"Topeka",1915,"RUSSIA","AVE","",104907,"KS"
66093,"Westphalia",4720,"NORMANDIE","TER","",105025,"KS"
66283,"Overland Park",1430,"HIGHLAND","AVE","",102639,"KS"
66699,"Topeka",6061,"MILTON I ROSS","ST","",102873,"KS"
66605,"Topeka",261,"YOUNG","ST","",103009,"KS"
66624,"Topeka",3753,"I-280 N ON","RAMP","",104298,"KS"
66626,"Topeka",6987,"CHANCERY","LN","",104651,"KS"
66046,"Lawrence",3036,"WASHINGTON","BLVD","",100337,"KS"
66699,"Topeka",3010,"HERMANN","ST","",105958,"KS"
66610,"Topeka",7566,"WATCHMAN","WAY","",104796,"KS"
66652,"Topeka",4461,"MERRILL","ST","",102843,"KS"
66282,"Overland Park",4629,"SAINT LOUIS","ALY","",102452,"KS"
66652,"Topeka",5204,"LASSEN","ALY","",102667,"KS"
66692,"Topeka",4408,"BROMPTON","AVE","",105216,"KS"
66110,"Kansas City",5266,"BROTHERHOOD","WAY","",103136,"KS"
66625,"Topeka",7490,"EVERSON","ST","",104431,"KS"
66619,"Topeka",7326,"MCCANN","ST","",105351,"KS"
66608,"Topeka",5693,"ALTA VISTA","TER","",103630,"KS"
66647,"Topeka",8320,"ARDENWOOD","WAY","",100224,"KS"
66534,"Sabetha",1162,"ACACIA","ST","",106752,"KS"
66667,"Topeka",8850,"MONTICELLO","ST","",105311,"KS"
66110,"Kansas City",435,"EL CAMINO DEL MAR","","",100024,"KS"
66106,"Kansas City",7182,"HOUSTON","ST","",102391,"KS"
66118,"Kansas City",2001,"MCRAE","ST","",105608,"KS"
66103,"Kansas City",3091,"GARDENER","RD","",101328,"KS"
66647,"Topeka",5846,"SAN BRUNO AV ON","RAMP","",102053,"KS"
66652,"Topeka",3286,"LA AVANZADA","","",103616,"KS"
66609,"Topeka",8454,"DELMAR","ST","",103963,"KS"
66642,"Topeka",8956,"FRIENDSHIP","CT","",104587,"KS"
66626,"Topeka",2233,"TREASURE ISLAND","RD","",104064,"KS"
66637,"Topeka",3299,"DIANA","ST","",100498,"KS"
66526,"Paxico",2776,"POLLOCK","ST","",101735,"KS"
66610,"Topeka",4935,"RUGER","ST","",105548,"KS"
66628,"Topeka",9124,"MIRAMAR","AVE","",101894,"KS"
66617,"Topeka",1461,"EXECUTIVE PARK","BLVD","",100893,"KS"
66652,"Topeka",7772,"SCOTIA","AVE","",104687,"KS"
66675,"Topeka",5181,"SPROULE","LN","",107596,"KS"
66621,"Topeka",7523,"AVENUE I","","",101154,"KS"
66110,"Kansas City",3639,"EDGARDO","PL","",107390,"KS"
66603,"Topeka",8815,"THOMAS","CT","",102347,"KS"
66606,"Topeka",1105,"CODMAN","PL","",104117,"KS"
66103,"Kansas City",7431,"LEO","ST","",106382,"KS"
66652,"Topeka",6238,"WHITNEY YOUNG","CIR","",101504,"KS"
66611,"Topeka",7825,"LILY","ST","",105207,"KS"
66616,"Topeka",3685,"MORSE","ST","",107976,"KS"
66610,"Topeka",21,"SIXTH","ST","",105369,"KS"
66675,"Topeka",1160,"BEALE","ST","",100618,"KS"
66605,"Topeka",7347,"MOUNT","LN","",107379,"KS"
66615,"Topeka",9256,"COLTON","ST","",104399,"KS"
66111,"Kansas City",422,"HILTON","ST","",103501,"KS"
66605,"Topeka",3842,"BECKETT","ST","",102929,"KS"
66619,"Topeka",8797,"UNDERWOOD","AVE","",107417,"KS"
66603,"Topeka",5496,"KAPLAN","LN","",100145,"KS"
66512,"Meriden",755,"CHESTER","AVE","",102981,"KS"
66610,"Topeka",155,"OLIVER","ST","",104933,"KS"
66614,"Topeka",3847,"SCHOFIELD","RD","",102762,"KS"
66617,"Topeka",6531,"CONGO","ST","",100324,"KS"
66612,"Topeka",1874,"BRIDGEVIEW","DR","",101689,"KS"
66283,"Overland Park",1964,"RODGERS","ST","",103221,"KS"
66628,"Topeka",4347,"BAY VIEW","ST","",105358,"KS"
66612,"Topeka",5638,"RUTLEDGE","ST","",100991,"KS"
66610,"Topeka",2517,"INGERSON","AVE","",107846,"KS"
66601,"Topeka",5319,"AUTO","DR","",103852,"KS"
66621,"Topeka",5820,"NOTTINGHAM","PL","",107995,"KS"
66507,"Maple Hill",5886,"MATEO","ST","",105050,"KS"
66207,"Overland Park",7814,"ELWOOD","ST","",103658,"KS"
66111,"Kansas City",5198,"SPRINGFIELD","DR","",105939,"KS"
66683,"Topeka",9444,"LINDA","ST","",107432,"KS"
66607,"Topeka",7658,"ACEVEDO","AVE","",100598,"KS"
66045,"Lawrence",1988,"NAYLOR","ST","",104284,"KS"
66616,"Topeka",4294,"I-280 S OFF","RAMP","",106986,"KS"
66667,"Topeka",7676,"MONTANA","ST","",104881,"KS"
66626,"Topeka",5792,"MORELAND","ST","",100001,"KS"
66605,"Topeka",5464,"POTRERO","AVE","",104196,"KS"
66628,"Topeka",3297,"MCKINNON","AVE","",104333,"KS"
66417,"Corning",3032,"11TH TI","ST","",100373,"KS"
66603,"Topeka",1348,"FEDERAL","ST","",102293,"KS"
66251,"Overland Park",1405,"SANTA MONICA","WAY","",107210,"KS"
66507,"Maple Hill",9724,"PARK","BLVD","",105227,"KS"
66610,"Topeka",5025,"WAITHMAN","WAY","",101909,"KS"
66652,"Topeka",8330,"JAMES","PL","",101566,"KS"
66675,"Topeka",6970,"03RD","AVE","",106588,"KS"
66647,"Topeka",8769,"COMERFORD","ST","",101583,"KS"
66224,"Overland Park",8526,"12TH","AVE","",101228,"KS"
66620,"Topeka",5172,"SANTA ANA","AVE","",100331,"KS"
66102,"Kansas City",9715,"RUSS","ST","",103855,"KS"
66112,"Kansas City",1863,"FORT MASON 8","","",100105,"KS"
66094,"White Cloud",5052,"CHANNEL","ST","",106742,"KS"
66026,"Fontana",2275,"HAWTHORNE","ST","",105516,"KS"
66617,"Topeka",1514,"BENNINGTON","ST","",103430,"KS"
66624,"Topeka",5588,"UNNAMED 077","","",101541,"KS"
66212,"Overland Park",2683,"ROSCOE","ST","",104208,"KS"
66683,"Topeka",6190,"UNNAMED 014","","",101704,"KS"
66652,"Topeka",6573,"GRAFTON","AVE","",107909,"KS"
66601,"Topeka",6725,"SOUTHARD","PL","",100761,"KS"
66622,"Topeka",4959,"LANSING","ST","",106825,"KS"
66683,"Topeka",4995,"WEST POINT","RD","",107780,"KS"
66603,"Topeka",4784,"LEGION OF HONOR","DR","",107214,"KS"
66094,"White Cloud",9923,"HILL","DR","",103303,"KS"
66094,"White Cloud",3232,"UNNAMED 145","","",102105,"KS"
66224,"Overland Park",24,"JEROME","ALY","",106879,"KS"
66624,"Topeka",3246,"WABASH","TER","",107651,"KS"
66653,"Topeka",3957,"REVERE","AVE","",107732,"KS"
66605,"Topeka",9237,"UNNAMED 010","","",105751,"KS"
66615,"Topeka",4575,"ZENO","PL","",101211,"KS"
66606,"Topeka",9313,"NORTH VIEW","CT","",101691,"KS"
66611,"Topeka",6179,"COLONIAL","WAY","",104804,"KS"
66628,"Topeka",6677,"LAGUNITAS","DR","",106644,"KS"
66628,"Topeka",7395,"SWISS","AVE","",101843,"KS"
66413,"Burlingame",6497,"GIBSON","RD","",102248,"KS"
66225,"Overland Park",796,"ELLIOT","ST","",105074,"KS"
66283,"Overland Park",6842,"HATTIE","ST","",104348,"KS"
66101,"Kansas City",1811,"SAINT FRANCIS","BLVD","",105490,"KS"
66615,"Topeka",5025,"SOUTH VAN HORN","LN","",107249,"KS"
66653,"Topeka",8717,"NORTH POINT","ST","",102205,"KS"
66617,"Topeka",956,"INNES","AVE","",100268,"KS"
66637,"Topeka",4404,"GOLD MINE","DR","",106831,"KS"
66629,"Topeka",9503,"ELIZABETH","ST","",103037,"KS"
66105,"Kansas City",5619,"NEWBURG","ST","",107595,"KS"
66628,"Topeka",1731,"BATTERY BLANEY","RD","",103117,"KS"
66251,"Overland Park",3551,"ESQUINA","DR","",102822,"KS"
66619,"Topeka",4755,"NORTHPOINT","DR","",100513,"KS"
66609,"Topeka",5735,"GOLDING","LN","",101774,"KS"
66067,"Ottawa",4163,"OLD CHINATOWN","LN","",107102,"KS"
66110,"Kansas City",6307,"JUNIPERO SERRA BLVD OFF","RAMP","",102503,"KS"
66636,"Topeka",8724,"DECKER","ALY","",100473,"KS"
66603,"Topeka",934,"SAINT GEORGE","ALY","",106950,"KS"
66103,"Kansas City",6660,"SPARROW","ST","",100822,"KS"
66647,"Topeka",8862,"CLARKE","LN","",107228,"KS"
66111,"Kansas City",6892,"ALEMANY","BLVD","",103657,"KS"
66609,"Topeka",952,"UNNAMED 070","","",107683,"KS"
66760,"Opolis",7699,"STANLEY","ST","",105026,"KS"
66683,"Topeka",3580,"TERRY A FRANCOIS","BLVD","",102291,"KS"
66653,"Topeka",1320,"UNNAMED 117","","",103798,"KS"
66095,"Williamsburg",6870,"SAN JACINTO","WAY","",106709,"KS"
66214,"Overland Park",9529,"LAFAYETTE","ST","",106762,"KS"
66622,"Topeka",1580,"CASTLE MANOR","AVE","",106733,"KS"
66094,"White Cloud",9966,"LUCY","ST","",104958,"KS"
66118,"Kansas City",3869,"MADISON","ST","",103055,"KS"
66616,"Topeka",5371,"RIPLEY","ST","",101016,"KS"
66603,"Topeka",7320,"HAWES","ST","",103122,"KS"
66207,"Overland Park",6599,"JUAN BAUTISTA","CIR","",106816,"KS"
66615,"Topeka",5765,"FORD","ST","",101659,"KS"
66629,"Topeka",3004,"RIVOLI","ST","",100878,"KS"
66628,"Topeka",1680,"FORT MASON 20","","",107570,"KS"
66213,"Overland Park",2082,"WYTON","LN","",103510,"KS"
66282,"Overland Park",7459,"CRESCENT","WAY","",102984,"KS"
66606,"Topeka",9152,"BALANCE","ST","",102562,"KS"
66603,"Topeka",5838,"TRUETT","ST","",104686,"KS"
66692,"Topeka",2698,"PROGRESS","ST","",103378,"KS"
66683,"Topeka",5155,"BRADFORD","ST","",102209,"KS"
66625,"Topeka",7844,"LONG","AVE","",106931,"KS"
66653,"Topeka",2705,"EDITH","ST","",101502,"KS"
66608,"Topeka",4946,"HAZELWOOD","AVE","",101664,"KS"
66626,"Topeka",2385,"PRENTISS","ST","",104423,"KS"
66049,"Lawrence",910,"WANDA","ST","",104473,"KS"
66692,"Topeka",2884,"HILLSIDE","LN","",100280,"KS"
66621,"Topeka",226,"DEL VALE","AVE","",102268,"KS"
66214,"Overland Park",2806,"VESTA","ST","",105277,"KS"
66212,"Overland Park",1807,"MANGELS","AVE","",103937,"KS"
66652,"Topeka",7891,"COSGROVE","ST","",104349,"KS"
66755,"Moran",9724,"PARK","BLVD","",101778,"KS"
66604,"Topeka",9094,"WEST CLAY","ST","",104472,"KS"
66103,"Kansas City",1726,"WOODHAVEN","CT","",103233,"KS"
66617,"Topeka",1797,"TOPAZ","WAY","",105589,"KS"
66618,"Topeka",22,"SOUTHERN HEIGHTS","AVE","",107156,"KS"
66283,"Overland Park",5307,"CARROLL","AVE","",100958,"KS"
66642,"Topeka",2246,"ARGENT","ALY","",107956,"KS"
66619,"Topeka",2648,"THOMAS MELLON","CIR","",107184,"KS"
66432,"Havensville",2944,"BARNEVELD","AVE","",105555,"KS"
66699,"Topeka",1181,"BENTON","AVE","",106669,"KS"
66692,"Topeka",3073,"LESTER","CT","",101561,"KS"
66626,"Topeka",8964,"BARCELONA","AVE","",103429,"KS"
66683,"Topeka",5179,"COSO","AVE","",106673,"KS"
66607,"Topeka",906,"42ND","AVE","",104116,"KS"
66548,"Waterville",4105,"UNNAMED 188","","",100949,"KS"
66210,"Overland Park",9552,"RIZAL","ST","",100443,"KS"
66224,"Overland Park",8569,"CHARTER OAK","AVE","",104862,"KS"
66626,"Topeka",5341,"RALSTON","AVE","",100163,"KS"
66647,"Topeka",2984,"ORSI","CIR","",107972,"KS"
66283,"Overland Park",4342,"YERBA BUENA","RD","",104573,"KS"
66094,"White Cloud",6013,"VIENNA","ST","",105878,"KS"
66604,"Topeka",7247,"FOREST VIEW","DR","",100417,"KS"
66629,"Topeka",4231,"VALPARAISO","ST","",101051,"KS"
66601,"Topeka",1714,"HESTER","AVE","",106171,"KS"
66622,"Topeka",7017,"OLIVE","ST","",100745,"KS"
66626,"Topeka",3531,"GIBSON","RD","",106098,"KS"
66610,"Topeka",5912,"PETERS","AVE","",101377,"KS"
66626,"Topeka",8740,"DAVENPORT","LN","",107463,"KS"
66608,"Topeka",991,"PIERCE","ST","",106044,"KS"
66225,"Overland Park",1253,"TAPIA","DR","",102009,"KS"
66094,"White Cloud",6248,"HOWARD","RD","",104598,"KS"
66619,"Topeka",7599,"DORE","ST","",105378,"KS"
66611,"Topeka",7680,"41ST","AVE","",100116,"KS"
66683,"Topeka",8350,"MARION","PL","",107044,"KS"
66092,"Wellsville",5255,"02ND TI","ST","",100697,"KS"
66102,"Kansas City",5618,"DORIC","ALY","",105622,"KS"
66608,"Topeka",3628,"JAUSS","ST","",104828,"KS"
66086,"Tonganoxie",4160,"VARNEY","PL","",102791,"KS"
66105,"Kansas City",6559,"SAN LEANDRO","WAY","",107266,"KS"
66110,"Kansas City",4376,"DIGBY","ST","",105784,"KS"
66621,"Topeka",7168,"CEDAR","ST","",100531,"KS"
66616,"Topeka",992,"MERCHANT","RD","",104016,"KS"
66119,"Kansas City",2618,"BURNSIDE","AVE","",103794,"KS"
66647,"Topeka",420,"CASE","ST","",101576,"KS"
66610,"Topeka",3301,"UNNAMED 106","","",103363,"KS"
66625,"Topeka",9786,"SUMMIT","ST","",107384,"KS"
66607,"Topeka",3471,"MISSION BAY","BLVD","NORTH",103016,"KS"
66620,"Topeka",5478,"MONTEZUMA","ST","",107138,"KS"
66629,"Topeka",5157,"PUBLIC","PARK","",107581,"KS"
66683,"Topeka",8429,"FERNANDEZ","ST","",102675,"KS"
66604,"Topeka",6089,"UNNAMED 124","","",101056,"KS"
66647,"Topeka",5558,"RUTLAND","ST","",101765,"KS"
66094,"White Cloud",6286,"43RD","AVE","",106358,"KS"
66213,"Overland Park",116,"ESPANOLA","ST","",103011,"KS"
66607,"Topeka",4968,"DUNCOMBE","ALY","",104638,"KS"
66091,"Welda",7103,"RIPLEY","ST","",103488,"KS"
66605,"Topeka",6459,"CLARENDON","AVE","",107709,"KS"
66604,"Topeka",6944,"LYON","ST","",102526,"KS"
66041,"Lancaster",4147,"DAVIDSON","AVE","",106596,"KS"
66652,"Topeka",3705,"MABINI","ST","",100026,"KS"
66642,"Topeka",6218,"OLNEY","AVE","",103932,"KS"
66603,"Topeka",1458,"CARMEL","ST","",102201,"KS"
66610,"Topeka",1756,"WESTGATE","DR","",105703,"KS"
66628,"Topeka",8330,"JAMES","PL","",103176,"KS"
66609,"Topeka",7585,"RADIO","TER","",104216,"KS"
66101,"Kansas City",1291,"MAYWOOD","DR","",104335,"KS"
66611,"Topeka",1294,"LAKEWOOD","AVE","",106040,"KS"
66283,"Overland Park",8138,"BEULAH","ST","",100081,"KS"
66683,"Topeka",7816,"TAYLOR","ST","",107493,"KS"
66611,"Topeka",9973,"VIRGIL","ST","",104647,"KS"
66221,"Overland Park",7360,"HARRIET","LN","",100672,"KS"
66621,"Topeka",537,"KIRKHAM","ST","",100002,"KS"
66110,"Kansas City",774,"I","ST","",103760,"KS"
66611,"Topeka",2103,"WALTER","ST","",104537,"KS"
66619,"Topeka",9738,"CARTER","ST","",100737,"KS"
66637,"Topeka",8514,"FLOURNOY","ST","",106888,"KS"
66221,"Overland Park",229,"RED ROCK","WAY","",101966,"KS"
66110,"Kansas City",5277,"AVILA","ST","",103094,"KS"
66111,"Kansas City",7246,"TREAT","AVE","",103489,"KS"
66106,"Kansas City",4714,"UNION","ST","",107784,"KS"
66743,"Girard",5477,"CRESTLAKE","DR","",105070,"KS"
66653,"Topeka",7776,"VALMAR","TER","",107421,"KS"
66105,"Kansas City",2831,"SHANNON","ST","",102795,"KS"
66667,"Topeka",8853,"WRIGHT","CT","",102506,"KS"
66699,"Topeka",1172,"FRESNEL","WAY","",101621,"KS"
66117,"Kansas City",7258,"UNNAMED 010","","",104836,"KS"
66103,"Kansas City",9235,"BRIGHTON","AVE","",106693,"KS"
66667,"Topeka",3235,"NOB HILL","PL","",107079,"KS"
66102,"Kansas City",8695,"MINNESOTA","ST","",106459,"KS"
66282,"Overland Park",6304,"HANGAH","ST","",104331,"KS"
66119,"Kansas City",962,"POST","ST","",105776,"KS"
66094,"White Cloud",367,"UNNAMED 038","","",102232,"KS"
66090,"Wathena",922,"ELIZABETH","ST","",107773,"KS"
66204,"Overland Park",2386,"LEGION","CT","",101169,"KS"
66699,"Topeka",6345,"MERCEDES","WAY","",102077,"KS"
66607,"Topeka",8633,"LAKE MERCED HILL","ST","SOUTH",102849,"KS"
66118,"Kansas City",6335,"LEGION OF HONOR","DR","",102846,"KS"
66614,"Topeka",5177,"LANSDALE","AVE","",104506,"KS"
66611,"Topeka",7702,"HAWTHORNE","ST","",103354,"KS"
66652,"Topeka",1771,"AMITY","ALY","",100205,"KS"
66618,"Topeka",1208,"YERBA BUENA","RD","",103863,"KS"
66223,"Overland Park",3802,"PERSIA","AVE","",105966,"KS"
66117,"Kansas City",5738,"SANDPIPER COVE","WAY","",101394,"KS"
66629,"Topeka",2038,"BACHE","ST","",106561,"KS"
66204,"Overland Park",8077,"STATES","ST","",107958,"KS"
66119,"Kansas City",1629,"BRADY","ST","",103185,"KS"
66625,"Topeka",4250,"KOHLER","PL","",104123,"KS"
66118,"Kansas City",4945,"CORAL","CT","",107816,"KS"
66160,"Kansas City",5938,"ARDATH","CT","",103989,"KS"
66626,"Topeka",1080,"GGP ACCESS ROAD","","",103885,"KS"
66118,"Kansas City",9731,"HOWARD","ST","",101515,"KS"
66699,"Topeka",8335,"DON CHEE","WAY","",102095,"KS"
66605,"Topeka",7156,"JULES","AVE","",103190,"KS"
66626,"Topeka",6660,"RUSSELL","ST","",102538,"KS"
66616,"Topeka",556,"CLOVER","ST","",107912,"KS"
66607,"Topeka",9137,"SCENIC","WAY","",107867,"KS"
66212,"Overland Park",2072,"PRESIDIO","AVE","",106602,"KS"
66624,"Topeka",9827,"ARBOL","LN","",102351,"KS"
66619,"Topeka",3861,"KENNY","ALY","",102573,"KS"
66607,"Topeka",6453,"BROOKDALE","AVE","",103143,"KS"
66204,"Overland Park",4691,"MESA","AVE","",100642,"KS"
66642,"Topeka",6222,"SILLIMAN","ST","",104029,"KS"
66637,"Topeka",9830,"05TH","AVE","",107566,"KS"
66224,"Overland Park",2670,"MERCHANT","ST","",101438,"KS"
66626,"Topeka",9967,"KNOTT","CT","",103394,"KS"
66608,"Topeka",2507,"LENDRUM","CT","",103485,"KS"
66692,"Topeka",1810,"VELASCO","AVE","",104905,"KS"
66616,"Topeka",2121,"BELLAIR","PL","",105657,"KS"
66603,"Topeka",1468,"WOODSIDE","AVE","",105479,"KS"
66757,"Neodesha",1387,"HALLECK","ST","",106139,"KS"
66606,"Topeka",3301,"","","",100796,"KS"
66612,"Topeka",5039,"GRACE","ST","",100367,"KS"
66642,"Topeka",489,"TOMPKINS","AVE","",101723,"KS"
66117,"Kansas City",5944,"NAPLES","ST","",103126,"KS"
66611,"Topeka",6915,"GENEBERN","WAY","",100502,"KS"
66117,"Kansas City",9278,"LOS PALMOS","DR","",105856,"KS"
66628,"Topeka",3966,"FLORENCE","ST","",107314,"KS"
66612,"Topeka",7031,"BUTTE","PL","",107994,"KS"
66621,"Topeka",3246,"ROYAL","LN","",104988,"KS"
66624,"Topeka",7451,"BERKSHIRE","WAY","",100738,"KS"
66109,"Kansas City",285,"DE FOREST","WAY","",106863,"KS"
66094,"White Cloud",8313,"ATOLL","CIR","",103796,"KS"
66604,"Topeka",125,"IOWA","ST","",107945,"KS"
66213,"Overland Park",2175,"TALBERT","ST","",106735,"KS"
66601,"Topeka",9841,"HUSSEY","ST","",103883,"KS"
66608,"Topeka",4485,"POPLAR","ST","",105027,"KS"
66626,"Topeka",7887,"UNNAMED 113","","",107696,"KS"
66771,"Saint Paul",5892,"PATTEN","RD","",107109,"KS"
66219,"Lenexa",1920,"GONZALEZ","DR","",106674,"KS"
66119,"Kansas City",9830,"LEGION","CT","",101876,"KS"
66699,"Topeka",975,"FLORENTINE","AVE","",105428,"KS"
66636,"Topeka",9479,"MEACHAM","PL","",106922,"KS"
66615,"Topeka",2944,"BARNEVELD","AVE","",101037,"KS"
66629,"Topeka",5301,"CAMELLIA","AVE","",100887,"KS"
